"Data Source","World Development Indicators",

"Last Updated Date","2023-05-10",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Armenia","ARM","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108.056657327257","135.516669591501","257.697890643133","284.080612421609","273.507647913265","312.866432993912","366.645286988582","405.280373188477","537.129642978706","595.041562522943","677.007438096044","738.986198396414","846.535083549048","1014.06717386476","1029.52685663657","1025.15042962654","1091.41680828313","1296.33699178568","1355.64771865427","1698.21275623157","1721.09193716106","","",
"American Samoa","ASM","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","804.226798519296","890.951108267314","877.950203942991","989.773132227934","974.711485608792","1031.82571711605","1097.62099378209","1166.61246635338","1106.79852381076","961.553926945041","1138.73389476926","1139.77919525197","1107.3389825291","1070.86651517496","1159.6811923681","1038.73481136304","1064.91930371026","1013.02633305997","1096.55068020056","1050.5188822686","1082.48551853011","","",
"Australia","AUS","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2152.27061769971","2274.25300442067","2428.89446176384","2553.16733147724","2748.59334597028","2842.85071444019","3022.10195170306","3195.53425399365","3310.37782281209","3565.9588476027","3608.05777202481","3791.20097443985","3807.51201477603","4182.51322747522","4689.06490722555","4809.13372538806","5059.31265419962","5136.06850684128","5337.97600331473","5389.84296258261","5929.98359977503","","",
"Austria","AUT","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2706.85390944404","2760.60736546314","2935.81860899417","3076.90075373944","3291.07273100761","3381.65993401709","3595.87052579811","3764.23727006092","4024.80246435865","4188.393204401","4299.83912417473","4465.65924504115","4750.58153893019","4945.44971929281","5082.53700095726","5204.62213334759","5476.67794835874","5641.17526439857","5904.6178030162","6098.06389820381","6400.89537826853","7236.66186819915","",
"Azerbaijan","AZE","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.106187188885","101.838770965056","111.059306608579","123.435123470371","133.471251529847","147.685276170441","184.766748941635","225.423063473148","244.611292950469","358.405066707998","358.221464381344","354.986467891776","463.65310993556","511.248525002308","576.597218938319","600.147254793599","567.39073209624","516.253322434062","506.612219444972","600.625138474895","655.922289709837","","",
"Burundi","BDI","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.9214649174454","34.7314581603151","36.2107443446662","34.4398421932173","43.5771278590609","47.7980575922091","59.114413638691","64.4212507487529","57.6888683436878","64.0653603613265","71.0738421827853","65.0623460340891","55.58912536114","59.4623850120984","52.557478816633","50.1425744322107","54.9748698553618","54.6625509126082","56.1036037474517","49.7515322203062","46.2125307444432","","",
"Belgium","BEL","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2225.17741781699","2351.48847799187","2524.57858782219","2840.37516403271","2997.98237087726","3069.84428843564","3230.23463263908","3374.4229177034","3649.6478546805","3911.92443565771","4085.48149667026","4257.52591201313","4444.36226589556","4615.71004696657","4763.42371340997","4993.98501738566","5239.75316511183","5434.57310064072","5681.59971452861","5804.93433548702","5883.08141973941","","",
"Benin","BEN","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.5685121510134","58.591750023883","56.6131580083346","57.7706517473472","60.8669869171294","59.0014098706255","62.0846302899978","63.898370933081","61.8279152188407","64.8453072673825","69.0063445941239","72.7736331566389","82.8846402921198","74.0645043976223","73.2440497169767","74.825787500532","71.6695199132694","76.3991324661718","77.2956901274652","76.3434348697379","87.0356584609708","","",
"Burkina Faso","BFA","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.5703099535884","27.4925630133377","29.0705620930893","32.7358424652852","45.669926651724","46.4563977534066","56.3200336565056","67.7185557007904","62.981451856855","69.3758760576946","76.2055171212","71.4413548830863","72.1729771233411","90.6441017393901","81.9008595636002","85.0829892774782","109.173846183119","119.803244043678","105.138499155613","116.978242172767","143.600228762257","","",
"Bangladesh","BGD","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.4497064798156","29.4267103541794","33.2545120098303","35.3562174648638","38.2902333429676","42.6777252761856","47.4126868310881","53.1993207247159","55.573748530038","60.0801887667746","66.4854267770134","73.7608159050284","82.2395271717563","85.7397539969363","91.1042042732953","95.8113122398616","108.921500484895","114.354209635926","121.784205488632","127.91412121384","132.840982579574","","",
"Bulgaria","BGR","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","373.435509037895","469.137808748485","549.139187147804","603.668921901339","631.751519632231","706.36125693914","741.663927287165","786.377068986918","898.337260535895","932.517270030402","1057.52867191832","1115.26040698694","1227.33376227563","1185.86978536355","1349.41573039178","1354.83269713218","1491.42096054585","1602.5909706014","1680.77810725493","1730.67291459539","2087.7731290536","","",
"Bahrain","BHR","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1314.46615071123","1434.78692570629","1515.31252818581","1666.72156304277","1538.85273785295","1458.48545146968","1417.48514463508","1559.34134587959","1538.86738514316","2021.49577919886","1959.74992698258","1931.05236629214","2208.42023196229","2312.51362132856","2297.75307446024","2284.34133716579","2200.83929513682","2207.84810408467","2068.99082890765","2054.18485325423","2379.66677110387","","",
"Bahamas, The","BHS","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","967.095616342706","1031.56209674793","1031.79827637724","1079.63692780053","1110.69120550081","1164.00287552098","1295.87713864801","1388.8612057911","1474.60364547612","1486.45055586181","1536.52084811131","1578.81868048763","1629.74022474","1695.7121739084","1758.30201484188","1663.9072312489","1831.20774622582","2294.06549522764","2158.40458352338","2158.36359657432","2390.59719822577","","",
"Bosnia and Herzegovina","BIH","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","329.274456835371","325.390441416947","344.621088905818","406.859113380528","489.886817085187","525.600787566916","611.127472145526","712.203217503879","815.415055340148","784.200080459282","819.132882988817","894.920023377952","958.296743460726","1018.00837238079","1055.87702605511","1092.83418420834","1176.2255691464","1197.68241824812","1296.74070688451","1396.48790274347","1517.00328191815","","",
"Belarus","BLR","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","308.828858369316","358.99319035221","379.798267148434","427.798989753172","490.019120428324","588.713631156136","616.336725074253","705.405192550005","739.762148544349","737.910650226837","846.827985977838","786.961656110522","925.497345158897","1054.15829504992","998.230439805171","1070.46296289318","1025.39449174391","1030.15751462738","1045.47045407316","1146.85676814681","1285.69671008764","","",
"Belize","BLZ","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","225.566825043212","274.497775911429","288.484287224095","304.45870566656","308.448957128493","315.603821066653","335.915016250242","393.311655460171","430.312912099166","430.187072796797","429.696782365069","440.159548110083","398.29382808421","409.334418174945","446.71724697962","430.704836649049","441.878020815507","411.558095004375","426.112141677503","451.736082537674","436.229324204673","","",
"Bermuda","BMU","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","148.033858997115","165.903682645452","172.224065054225","187.93092345773","184.88387540847","204.138479875564","198.949943653578","211.533846944973","220.666318239995","253.747249572488","264.216863699791","277.483470108427","305.468202580144","362.401163610817","408.059150218614","458.029011636103","501.964214506376","535.11279924394","572.538492029755","612.298371080188","636.868248410713","","",
"Brazil","BRA","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","750.526685218475","787.24884346509","827.792440801592","793.519293267413","845.387922233397","879.838043989067","957.123490054055","1025.82246153879","1062.97008706038","1110.30312492436","1132.42116071405","1167.38427852304","1160.01898598119","1239.2227733038","1315.2859063032","1309.01077612951","1302.74842638917","1371.23449971244","1416.93025436354","1470.81577829831","1529.43978826087","","",
"Barbados","BRB","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694.964632959023","716.614292391105","775.139635017139","916.3306738893","1040.50910623186","1028.35844415264","1087.4109003905","1045.84475486952","1143.27225300636","1201.83892061654","1122.00435058989","1155.52148599656","1223.19035974238","1180.28118954839","1090.0250728035","1078.19702998403","1093.18339741223","1071.94994894982","1079.55941167846","1051.98634046933","1041.74518592289","","",
"Brunei Darussalam","BRN","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1871.46392377607","1924.60994162264","1982.13609545743","2093.76025243311","2081.04031687401","1853.55445779968","1674.34330503864","1725.3793951235","1641.55809286964","2042.08909753032","1794.72943410787","1534.164312664","1602.71041904185","1562.41068299745","1532.05849341235","1469.79511298255","1413.72500367373","1366.08872458506","1473.8522870649","1404.71221457658","1555.21654672463","","",
"Bhutan","BTN","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","116.743338941548","137.534366753062","137.357955553282","135.048194144716","160.647002244407","154.170322240617","179.070334324054","194.456644147553","175.820387777382","195.12380755486","213.384446349316","220.086670357675","260.657968226129","277.83191697491","283.662926218148","333.139174688784","346.780920995373","350.523670245191","364.373998028757","429.18362133389","495.919425873836","","",
"Botswana","BWA","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","487.085483048795","516.772182965499","570.015840410004","574.090688412838","558.327353156607","512.671801926646","533.587451162507","649.896029051463","747.823235670205","769.305095502057","785.697824131074","777.594083226203","782.521436769829","851.572805361979","843.167806552367","819.037820614265","881.236352283407","971.726376384013","929.018522023234","967.264040068642","875.477521683578","","",
"Central African Republic","CAF","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.4155952270696","26.0281905434264","29.4143765885297","30.2669822291432","31.215236911026","33.005336424287","35.3810901919992","38.9193560542029","34.0292638740381","41.9562998547926","32.1986792128117","34.7563969812475","40.1315055315473","32.6019539623459","30.5940813056016","36.9394633243564","42.870110495608","55.9628308866297","98.7238675816383","72.0666801070389","84.0958501921231","","",
"Canada","CAN","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2422.01787283672","2608.87897848586","2745.605061374","2917.28734087704","3078.59378614932","3285.1489261986","3565.45724681832","3741.06857224403","3882.51085702249","4170.35663180112","4296.52761879674","4338.59284005955","4449.64406803983","4616.09729305101","4697.80222937862","4795.26168252538","5126.80482319771","5246.83097846938","5426.62285887664","5409.68660969504","6049.90240982382","5930.69815817748","",
"Central Europe and the Baltics","CEB","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","562.681374717067","629.533337479698","706.850650687579","779.834915731335","843.506414793021","900.394378777161","980.206444025865","1078.6990366248","1242.30557218621","1327.20700186229","1396.21007831266","1425.8265861025","1480.09185349433","1579.89742617793","1629.65351388848","1682.28932070548","1818.51915880013","1951.16583693673","2078.13349650694","2230.68350439533","2430.85257460072","","",
"Switzerland","CHE","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3360.73569933491","3589.95310309493","3839.387583951","3940.07221310437","4122.45841471079","4189.06550769798","4448.06140207154","4821.97106127907","5165.47492207909","5401.53095188141","5481.19667751418","5841.04262758473","6175.03372604604","6550.80076375399","6846.42906428492","7306.93290698197","7738.62841230129","7964.20709769287","8187.83043104996","8159.70324541068","8493.34832971241","","",
"Channel Islands","CHI","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","670.607427729775","712.045338645007","749.401648850734","794.452890821614","814.890294992489","840.220803723309","951.938031831986","1048.41999253165","1115.42500685966","1168.62563649377","1234.66687149508","1382.36895840759","1515.13945920795","1676.43108493147","1786.24921977302","1895.05536788621","2010.39268347976","2231.44146743844","2358.52055015953","2359.20521727863","2425.63418494615","2578.84598464603","",
"China","CHN","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","130.884584649599","135.851644054505","154.366448722833","173.523594316557","189.346491817619","211.247681963974","230.198320091754","249.972887875797","293.086197629633","358.340276101516","385.04606847565","439.545373121789","505.760999696194","557.707958653283","593.299669472209","633.544695266337","664.290359967466","711.750561442244","789.777194750625","885.901997105503","962.288688228079","","",
"Cote d'Ivoire","CIV","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","176.148181070303","173.28429757418","168.907672898189","156.020043528252","157.686084355217","147.844917834564","144.449418235984","140.971710857365","149.074929307598","150.224300184432","155.681346075376","144.112878837678","157.327828217649","142.881038604231","158.854204759077","147.465866801109","155.877557295156","157.023118864616","158.08059928024","175.777987052994","200.161892310577","","",
"Cameroon","CMR","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.7678338845","84.1412156989119","90.1115919131933","91.2742791163652","93.2619593344101","96.8076849088833","99.7950237276953","103.198310532297","103.75283560304","99.7158243491569","103.116841379506","113.934466088643","118.80960541234","115.983545036362","127.618388653024","123.590291721757","127.907368073868","125.405840795884","138.349263382101","142.972905340521","145.945211558737","","",
"Congo, Dem. Rep.","COD","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.71703395057546","11.3862426804156","11.3227111794493","17.0043545166087","20.9445922817138","21.3761003024646","23.2129370759188","24.2018476905495","29.2074577757469","26.7178064310628","23.7977389845307","21.2216172222099","21.4868859175359","26.1053537375387","32.8012335676715","34.837029011409","40.7090961457657","42.5430873500278","35.4494406570994","39.132312604038","44.6144726976858","","",
"Congo, Rep.","COG","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.2588872424203","82.0483314349948","67.2441743388793","75.7423130308815","77.4170074982565","73.9277189397724","78.7966683242735","81.0737904367707","100.07219174713","103.450555153126","95.4001905670779","91.1935128536737","115.782383507418","112.933609075252","112.108023888912","109.295855789581","102.329315315845","102.761122485218","73.5774619164906","99.1142807124125","158.55507336886","","",
"Colombia","COL","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","377.654847088603","407.329869408616","402.953020780189","423.334804208774","453.288256095737","505.094012919483","572.417643202268","634.88034241553","696.437281604999","749.905192742906","758.123216534031","785.092492594417","807.843293878217","889.165948205225","952.560111965983","996.502194983361","1052.2053431933","1100.72689723374","1156.11323318479","1275.97042861787","1335.85856317743","","",
"Comoros","COM","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","132.191483957599","122.177318550886","127.318712846081","128.917868682395","128.640765067426","127.10340067755","121.987920685028","117.862685347733","114.586612099173","113.468707774153","118.231753231378","130.66306308384","137.395775324491","142.641185486505","151.238840873042","132.72568637861","142.059042509125","170.695052930703","164.001872341824","176.978214999956","179.388196735913","","",
"Cabo Verde","CPV","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","127.97394300482","140.968877233167","148.608070840589","147.231517608832","161.529123231297","174.082203475728","200.014095410823","209.633128067863","192.81669012924","205.656415900398","240.809600177541","242.930807204555","282.705920078231","290.436920618056","290.62542262016","274.769431531655","291.456668349928","332.978171308188","347.034590475599","360.879186123405","366.300233372085","","",
"Costa Rica","CRI","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512.416967022715","524.67410382793","574.967667807495","610.067066281456","612.982452122727","650.949337145412","738.399461577753","816.225543748247","917.547605248463","951.588227593796","1022.85797758041","1089.18583120161","1103.69431916763","1140.90779261843","1218.932497887","1284.95312467374","1382.81825553883","1420.89768620743","1540.55572224876","1622.4613368697","1737.44530571146","","",
"Caribbean small states","CSS","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","442.51714272312","430.519101512448","474.798665945654","481.713885345251","541.046883460142","568.665980547626","608.236837409952","678.292263536393","682.249144927238","763.439877606996","758.337042645334","756.31083386189","750.574880910149","779.935999668331","801.207661049679","852.892079064089","898.955485543708","969.502195822868","993.329585115778","1053.93581690778","1056.50605989301","","",
"Cuba","CUB","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","548.931046566225","640.60623115606","713.187535655239","758.995293581685","750.019191294757","1070.92946864909","1291.47154316706","1839.72360969976","1968.03720323393","2181.36968365444","2029.87184361724","2158.66146339222","1879.45075252845","2221.22943380493","2700.48626704638","3176.12184740397","2492.10939811466","2466.84571966443","2484.06821613305","2552.08307609835","2594.5288346569","","",
"Curacao","CUW","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1135.76655539598","1227.68069170354","1330.5140231034","1377.12223489904","1412.33514931456","1520.41870868326","1655.23609463904","1783.01848070717","2122.57957179796","2221.29309364493","2205.84478957351","2176.95988768898","2091.35592754851","2100.01311504802","2077.87348956448","2170.43366730052","2395.96015942514","2557.84619940563","2795.30528936821","2962.64885776513","3218.90341895341","","",
"Czechia","CZE","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","923.515268137217","1031.55727745889","1127.05592517405","1274.85680911423","1329.56432344243","1402.73721211222","1476.82052535965","1580.04796587395","1777.90518435705","2015.88187098533","1919.22798343907","2010.95732230326","2042.60462206648","2379.5075825359","2472.17549798908","2441.33518335848","2568.33706959323","2869.78513781705","3079.39915927473","3265.21207647189","3846.02064653437","","",
"Germany","DEU","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2691.06762527633","2817.44816158058","2973.18914111523","3110.95679407081","3178.54737808724","3277.21197683164","3474.91060005186","3645.22385781503","3870.15302065774","4132.28437287106","4320.82509116193","4588.35768272082","4711.76921312048","4956.13676178505","5195.50008825183","5356.68691249726","5693.39262946532","6019.77952963565","6337.13853317703","6515.07226053786","7031.94197718211","7517.25508003458","",
"Djibouti","DJI","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.4147551816386","65.9304731448608","85.7006263034529","97.8106590456105","85.0306310155304","86.3941056590789","98.9563688877035","102.400295612786","101.112969198034","102.062486690424","100.435942046701","119.037839760928","118.818000067595","108.932277876308","115.637542832442","128.589970230445","116.880973818332","109.892951601895","110.263068301376","104.971349042799","105.22364034605","","",
